name,aggregate_rating,rating_text,votes,average_cost_for_two,price_range,cuisines,cuisine_count,places,locality,region,city,latitude,longitude,cuisine_African,cuisine_American,cuisine_Asian,cuisine_BBQ,cuisine_Bakery,cuisine_Bar Food,cuisine_Belgian,cuisine_Beverages,cuisine_Brazilian,cuisine_British,cuisine_Burger,cuisine_Cafe,cuisine_Cafe Food,cuisine_Cape Malay,cuisine_Caribbean,cuisine_Chinese,cuisine_Coffee and Tea,cuisine_Contemporary,cuisine_Continental,cuisine_Cuban,cuisine_Deli,cuisine_Desserts,cuisine_Drinks Only,cuisine_Durban,cuisine_Ethiopian,cuisine_European,cuisine_Fast Food,cuisine_Finger Food,cuisine_Fish and Chips,cuisine_French,cuisine_Frozen Yogurt,cuisine_Fusion,cuisine_German,cuisine_Greek,cuisine_Grill,cuisine_Healthy Food,cuisine_Ice Cream,cuisine_Indian,cuisine_International,cuisine_Irish,cuisine_Italian,cuisine_Japanese,cuisine_Juices,cuisine_Korean,cuisine_Latin American,cuisine_Lebanese,cuisine_Malaysian,cuisine_Mediterranean,cuisine_Mexican,cuisine_Middle Eastern,cuisine_Modern European,cuisine_Moroccan,cuisine_Pakistani,cuisine_Patisserie,cuisine_Pizza,cuisine_Portuguese,cuisine_Pub Food,cuisine_Salad,cuisine_Sandwich,cuisine_Seafood,cuisine_South African,cuisine_Spanish,cuisine_Steak,cuisine_Street Food,cuisine_Sushi,cuisine_Tapas,cuisine_Tea,cuisine_Tex-Mex,cuisine_Thai,cuisine_Turkish,cuisine_Vegetarian,cuisine_Vietnamese
Bella Bellota,2.6,Average,66,320,4,"Steak, Seafood, American, Sushi",4,None,Durbanville,Northern Suburbs,Cape Town,-33.8294953289,18.6494589597,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Blue Marlin Asian Cuisine,2.6,Average,92,200,3,"Japanese, Chinese, Sushi",3,None,Observatory,Southern Suburbs,Cape Town,-33.9398333333,18.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bossa Social Cafe and Bar,2.6,Average,100,320,4,"Grill, Burger, Pizza",3,None,Bellville,Northern Suburbs,Cape Town,-33.876300575900004,18.6292518675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lemon Butta,2.6,Average,78,350,4,"Seafood, Sushi, Steak",3,Willowbridge Lifestyle Centre,Bellville,Northern Suburbs,Cape Town,-33.8702819285,18.6316899955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
Down South Foodbar,2.6,Average,99,250,3,"Grill, Mexican, American",3,None,Rondebosch,Southern Suburbs,Cape Town,-33.960492,18.470093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain's Kitchen,2.6,Average,55,280,3,"Seafood, Steak, Pizza, Burger",4,Eden On The Bay Centre,Bloubergstrand,West Coast,Cape Town,-33.791956,18.457162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mugg & Bean,2.6,Average,13,350,4,Cafe,1,Waterstone Village,Somerset West,Helderberg,Cape Town,-34.069778,18.822647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Dory's,2.6,Average,61,330,4,"Seafood, Grill, Sushi",3,Canal Walk Mall,Century City,Northern Suburbs,Cape Town,-33.8926666667,18.5105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Golden Fish,2.6,Average,48,260,3,"Asian, Japanese",2,Horizon Bay,Table View,West Coast,Cape Town,-33.822043,18.477603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
De Kelder,2.6,Average,51,270,3,"Grill, Italian",2,Plattekloof Center,Plattekloof,Northern Suburbs,Cape Town,-33.874145,18.578447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mugg & Bean,2.6,Average,25,350,4,Cafe,1,N1 City Mall,Goodwood,Northern Suburbs,Cape Town,-33.891875658400004,18.559900336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wakaberry,2.6,Average,10,80,1,Desserts,1,Somerset Mall,Somerset West,Helderberg,Cape Town,-34.082219,18.823654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcel's Frozen Yoghurt,2.6,Average,16,100,2,Desserts,1,Tygervalley Shopping Centre,Bellville,Northern Suburbs,Cape Town,-33.8881988281,18.6339091882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waffle Mania,2.6,Average,5,120,2,Desserts,1,Canal Walk Mall,Century City,Northern Suburbs,Cape Town,-33.8926666667,18.5106666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloud 9 Rooftop Bar and Venue,2.6,Average,12,200,3,Italian,1,None,Tamboerskloof,City Bowl,Cape Town,-33.930038626999995,18.4084932565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pakalolo,2.6,Average,58,250,3,Mexican,1,None,Table View,West Coast,Cape Town,-33.820667,18.476163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bob's Bar,2.6,Average,25,150,2,Burger,1,None,CBD,City Bowl,Cape Town,-33.924630049099996,18.4165949374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Honey Badger,2.6,Average,18,180,2,Steak,1,None,CBD,City Bowl,Cape Town,-33.9214993745,18.418861068800002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PRIMI Piatti,2.6,Average,24,360,4,Italian,1,None,Bloubergstrand,West Coast,Cape Town,-33.79196,18.457602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alhambra Restaurant,2.6,Average,30,250,3,"Seafood, Burger, Durban, Grill, Cape Malay, Italian, Steak, Indian",8,None,Crawford,Cape Flats,Cape Town,-33.9868988423,18.498245738399998,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Simply Asia,2.6,Average,25,270,3,"Thai, Asian",2,None,CBD,City Bowl,Cape Town,-33.9209053874,18.4179192781,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mario's Italian Restaurant,2.6,Average,26,385,4,"Italian, Continental, European, Ice Cream, Pizza",5,None,Green Point,Atlantic Seaboard,Cape Town,-33.9082247928,18.4104674309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deez Mexican Bistro,2.6,Average,23,310,4,Mexican,1,None,Hout Bay,Atlantic Seaboard,Cape Town,-34.045321,18.359039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quay 4 Tavern,2.6,Average,284,300,4,"Seafood, Burger, South African, Desserts, Grill, Fish and Chips, Steak",7,None,V & A Waterfront,Atlantic Seaboard,Cape Town,-33.905217,18.41923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,12,100,2,Fast Food,1,None,Rondebosch,Southern Suburbs,Cape Town,-33.9598333333,18.4705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,2.5,Average,19,180,2,Pizza,1,None,Goodwood,Northern Suburbs,Cape Town,-33.892106,18.556999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,7,100,2,Fast Food,1,Tyger Manor,Bellville,Northern Suburbs,Cape Town,-33.8761087852,18.6366038024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burger King,2.5,Average,19,140,2,"Burger, Fast Food",2,Tygervalley Shopping Centre,Bellville,Northern Suburbs,Cape Town,-33.8785346691,18.6571552232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,11,100,2,Fast Food,1,Vangate Mall,Athlone,Cape Flats,Cape Town,-33.96111,18.539578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anat,2.5,Average,13,120,2,"Lebanese, Fast Food",2,Victoria Wharf,V & A Waterfront,Atlantic Seaboard,Cape Town,-33.9043333333,18.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kauai,2.5,Average,9,200,3,"Healthy Food, Fast Food",2,Portside Building,De Waterkant,City Bowl,Cape Town,-33.9167273295,18.4224937856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calamari Fisheries,2.5,Average,14,100,2,Fish and Chips,1,Westcoast Village,Sunningdale,Northern Suburbs,Cape Town,-33.8044093079,18.485452272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anat,2.5,Average,16,120,2,"Lebanese, Fast Food",2,Tygervalley Shopping Centre,Bellville,Northern Suburbs,Cape Town,-33.873086563600005,18.6348214746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFC,2.5,Average,16,150,2,Fast Food,1,Plattekloof Village,Plattekloof,Northern Suburbs,Cape Town,-33.8656666667,18.5718333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crave,2.5,Average,20,160,2,"Healthy Food, Fast Food",2,None,Century City,Northern Suburbs,Cape Town,-33.885151,18.521447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kauai,2.5,Average,13,200,3,"Healthy Food, Fast Food",2,Somerset Mall,Somerset West,Helderberg,Cape Town,-34.081997,18.821827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domino's Pizza,2.5,Average,14,180,2,Pizza,1,None,Gardens,City Bowl,Cape Town,-33.932248,18.408699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southern Fried Chicken,2.5,Average,9,140,2,"Burger, Fast Food, Grill",3,None,CBD,City Bowl,Cape Town,-33.919856232,18.4218899533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barcelos,2.5,Average,8,140,2,"Fast Food, Portuguese",2,None,CBD,City Bowl,Cape Town,-33.9258886297,18.4154925495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,11,100,2,Fast Food,1,None,CBD,City Bowl,Cape Town,-33.9226433791,18.4229145572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,13,100,2,Fast Food,1,Sandown Retail Crossing Center,Parklands,West Coast,Cape Town,-33.8004233579,18.501505963499998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stones,2.5,Average,24,150,2,Drinks Only,1,None,Observatory,Southern Suburbs,Cape Town,-33.9385,18.4688333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tao Yuan,2.5,Average,7,300,4,Chinese,1,None,Sea Point,Atlantic Seaboard,Cape Town,-33.9183333333,18.3856666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fisherman's Lane,2.5,Average,6,75,1,Fast Food,1,None,Kenilworth,Southern Suburbs,Cape Town,-34.0016512661,18.478952609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,9,100,2,Fast Food,1,Tygervalley Shopping Centre,Bellville,Northern Suburbs,Cape Town,-33.8881988281,18.6339091882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yusra's Kitchen,2.5,Average,4,120,2,Fast Food,1,None,Sea Point,Atlantic Seaboard,Cape Town,-33.9086666667,18.3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucky Fish & Chips,2.5,Average,38,150,2,"Fast Food, Seafood",2,None,Sea Point,Atlantic Seaboard,Cape Town,-33.921055,18.383383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,13,100,2,Fast Food,1,None,Kenilworth,Southern Suburbs,Cape Town,-34.0018238736,18.478939198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kauai,2.5,Average,23,200,3,"Healthy Food, Fast Food",2,None,V & A Waterfront,Atlantic Seaboard,Cape Town,-33.905746,18.419986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,13,100,2,Fast Food,1,None,Plumstead,Southern Suburbs,Cape Town,-34.020956,18.466025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonalds,2.5,Average,8,100,2,Fast Food,1,None,Table View,West Coast,Cape Town,-33.8241939443,18.4896975383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asian Asia,2.5,Average,29,300,4,"Chinese, Sushi, Asian",3,None,Bellville,Northern Suburbs,Cape Town,-33.8775490142,18.630055189100002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Melissa's The Food Shop,2.5,Average,58,250,3,Cafe,1,None,Table View,West Coast,Cape Town,-33.822427,18.478268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tikka Palace,2.5,Average,11,200,3,"Indian, Pakistani",2,None,Hermanus,Overberg,Cape Town,-34.419146,19.243516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Creek Spur,2.5,Average,16,330,4,"Grill, Steak, Burger",3,None,Tokai,Southern Suburbs,Cape Town,-34.0621666667,18.4586666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ocean Basket,2.5,Average,12,473,4,"Seafood, Sushi",2,None,Cape Town International Airport,Northern Suburbs,Cape Town,-33.969929,18.597497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Cafe Sofia,2.5,Average,9,200,3,Cafe,1,None,Sea Point,Atlantic Seaboard,Cape Town,-33.9096666667,18.395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exclusive Books Café,2.5,Average,10,150,2,Cafe,1,None,Century City,Northern Suburbs,Cape Town,-33.89232,18.511614,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arts Cafe,2.5,Average,13,180,2,Cafe,1,None,Foreshore,City Bowl,Cape Town,-33.9199038073,18.429636508199998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melissa's The Food Shop,2.5,Average,18,250,3,Cafe,1,None,Bellville,Northern Suburbs,Cape Town,-33.875639466799996,18.6328517273,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cafe Bagaso,2.5,Average,29,180,2,"Cafe, Pizza",2,Tygervalley Shopping Centre,Bellville,Northern Suburbs,Cape Town,-33.8774649505,18.6627382413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
